Hs,Ht,Hd,Hr,Cv,FF,FD,SD,SA,FSR,RT,C_E,P_E,TCE,Workload,Time,tc,fn
0.004668734,0.001174636,0.004535438,0.00363985,0.008251479,24,252.9483283,86.0513322,7.886701166,2.939505082,125,0.462412904,0.262732627,6.851184927,2,465,6.142037406,6.142037406
0.004672439,0.005039288,0.004522643,0.003625945,0.002516356,26,269.3082988,86.28412017,7.569117428,3.121180331,116,0.462886297,0.262395196,6.854354502,2,468,6.148468296,6.148468296
0.004676145,0.002005075,0.004509848,0.003612039,-0.003218768,23,142.0515464,86.51690814,7.25153369,1.641893469,124,0.46335969,0.262057765,6.857514063,2,471,6.154858094,6.154858094
0.00467985,0.004492767,0.004497052,0.003598133,-0.008953892,24,235.8957658,86.74969611,6.933949952,2.719269074,128,0.463833083,0.261720335,6.860663671,2,474,6.161207322,6.161207322
0.004683555,0.002099597,0.004484257,0.003584228,-0.014689015,21,308.3646438,86.98248408,6.616366214,3.545134944,128,0.464306476,0.261382904,6.863803391,2,477,6.167516491,6.167516491
0.00468726,0.002099597,0.004471461,0.003570322,-0.020424139,25,145.980734,87.21527205,6.298782476,1.67379784,125,0.464779869,0.261045474,6.866933284,2,480,6.173786104,6.173786104
0.004645393,0.00257713,0.005816946,0.014029217,1.357061031,20,340.8380218,36.65387735,38.19685413,9.298825838,101,0.354467825,0.281034464,5.493061443,1,483,6.180016654,6.180016654
0.004654216,0.002570897,0.005850876,0.014177441,1.373968014,15,343.4853077,72.65437,38.40114325,4.727662049,107,0.353442506,0.281055855,5.505331536,1,486,6.186208624,6.186208624
0.00466304,0.002564664,0.005884806,0.014325666,1.390874996,20,346.1325937,55.8762834,38.60543236,6.194624492,109,0.352417187,0.281077246,5.517452896,1,489,6.192362489,6.192362489
0.004671863,0.002558431,0.005918737,0.01447389,1.407781979,20,348.7798797,93.8792356,38.80972147,3.715197268,95,0.351391868,0.281098637,5.529429088,1,492,6.198478716,6.198478716
0.004680686,0.002552198,0.005952667,0.014622114,1.424688962,15,351.4271656,187.0923654,39.01401058,1.878361872,105,0.35036655,0.281120028,5.541263545,1,495,6.204557763,6.204557763
0.00468951,0.002545965,0.005986597,0.014770338,1.441595944,20,354.0744516,76.19087488,39.21829969,4.647202859,98,0.349341231,0.281141419,5.552959585,1,498,6.210600077,6.210600077
0.004698333,0.002539732,0.006020527,0.014918563,1.458502927,10,356.7217376,65.98653,39.42258881,5.405978123,100,0.348315912,0.28116281,5.564520407,1,501,6.216606101,6.216606101
0.004707156,0.002533499,0.006054457,0.015066787,1.47540991,11,359.3690235,83.67895432,39.62687792,4.294616567,103,0.347290593,0.281184201,5.575949103,1,504,6.222576268,6.222576268
0.004715979,0.002527266,0.006088387,0.015215011,1.492316892,14,362.0163095,55.4569876,39.83116703,6.527875479,97,0.346265274,0.281205592,5.587248658,1,507,6.228511004,6.228511004
0.004724803,0.002521033,0.006122317,0.015363235,1.509223875,20,364.6635955,55.8762834,40.03545614,6.526267914,107,0.345239956,0.281226983,5.598421959,1,510,6.234410726,6.234410726
0.004733626,0.0025148,0.006156247,0.01551146,1.526130858,15,367.3108815,80.45645893,40.23974525,4.565337405,105,0.344214637,0.281248374,5.609471795,1,513,6.240275845,6.240275845
0.004742449,0.002508567,0.006190177,0.015659684,1.543037841,20,369.9581674,83.76328,40.44403437,4.416710609,102,0.343189318,0.281269765,5.620400866,1,516,6.246106765,6.246106765
0.004751273,0.002502334,0.006224107,0.015807908,1.559944823,20,372.6054534,57.89236374,40.64832348,6.436176195,109,0.342163999,0.281291156,5.631211782,1,519,6.251903883,6.251903883
0.004760096,0.002496101,0.006258037,0.015956133,1.576851806,15,375.2527394,92.456292,40.85261259,4.058704186,96,0.34113868,0.281312547,5.641907071,1,522,6.257667588,6.257667588
0.004768919,0.002489868,0.006291968,0.016104357,1.593758789,20,377.9000253,79.45789012,41.0569017,4.755978604,107,0.340113362,0.281333938,5.65248918,1,525,6.263398263,6.263398263
0.004777743,0.002483635,0.006325898,0.016252581,1.610665771,10,380.5473113,86.09237856,41.26119081,4.420220671,108,0.339088043,0.281355329,5.66296048,1,528,6.269096284,6.269096284
0.004786566,0.002477402,0.006359828,0.016400805,1.627572754,11,383.1945973,68.953432,41.46547993,5.557295499,108,0.338062724,0.28137672,5.673323267,1,531,6.274762021,6.274762021
0.004795389,0.002471169,0.006393758,0.01654903,1.644479737,14,385.8418832,63.89236374,41.66976904,6.038935808,105,0.337037405,0.281398111,5.683579767,1,534,6.280395839,6.280395839
0.004804213,0.002464936,0.006427688,0.016697254,1.66138672,20,388.4891692,74.09237856,41.87405815,5.243308107,106,0.336012086,0.281419502,5.693732139,1,537,6.285998095,6.285998095
0.004813036,0.002458703,0.006461618,0.016845478,1.678293702,15,391.1364552,89.2387654,42.07834726,4.383033017,106,0.334986768,0.281440892,5.703782475,1,540,6.29156914,6.29156914
0.004821859,0.002452471,0.006495548,0.016993702,1.695200685,20,393.7837411,72.8654,42.28263637,5.404262395,101,0.333961449,0.281462283,5.713732806,1,543,6.29710932,6.29710932
0.004830682,0.002446238,0.006529478,0.017141927,1.712107668,20,396.4310271,69.47879916,42.48692549,5.705784094,106,0.33293613,0.281483674,5.723585102,1,546,6.302618976,6.302618976
0.004839506,0.002440005,0.006563408,0.017290151,1.72901465,15,399.0783131,67.5479214,42.6912146,5.908076885,109,0.331910811,0.281505065,5.733341277,1,549,6.308098442,6.308098442
0.004848329,0.002433772,0.006597338,0.017438375,1.745921633,20,401.7255991,65.61704365,42.89550371,6.1222752,106,0.330885492,0.281526456,5.743003188,1,552,6.313548046,6.313548046
0.004857152,0.002427539,0.006631268,0.017586599,1.762828616,10,404.372885,63.6861659,43.09979282,6.349461917,99,0.329860174,0.281547847,5.752572639,1,555,6.318968114,6.318968114
0.004865976,0.002421306,0.006665199,0.017734824,1.779735598,11,407.020171,61.75528814,43.30408193,6.590855346,96,0.328834855,0.281569238,5.762051383,1,558,6.324358962,6.324358962
0.004874799,0.002415073,0.006699129,0.017883048,1.796642581,14,409.667457,59.82441039,43.50837105,6.847831083,109,0.327809536,0.281590629,5.771441123,1,561,6.329720906,6.329720906
0.004883622,0.00240884,0.006733059,0.018031272,1.813549564,20,412.3147429,57.89353264,43.71266016,7.121948241,109,0.326784217,0.28161202,5.780743516,1,564,6.335054251,6.335054251
0.004892446,0.002402607,0.006766989,0.018179497,1.830456547,15,414.9620289,55.96265488,43.91694927,7.414981111,105,0.325758898,0.281633411,5.789960171,1,567,6.340359304,6.340359304
0.004901269,0.002396374,0.006800919,0.018327721,1.847363529,20,417.6093149,54.03177713,44.12123838,7.728957607,100,0.32473358,0.281654802,5.799092654,1,570,6.345636361,6.345636361
0.004910092,0.002390141,0.006834849,0.018475945,1.864270512,20,420.2566008,52.10089938,44.32552749,8.066206263,106,0.323708261,0.281676193,5.80814249,1,573,6.350885717,6.350885717
0.004918915,0.002383908,0.006868779,0.018624169,1.881177495,15,422.9038868,50.17002162,44.52981661,8.429414083,109,0.322682942,0.281697584,5.81711116,1,576,6.356107661,6.356107661
0.004927739,0.002377675,0.006902709,0.018772394,1.898084477,20,425.5511728,48.23914387,44.73410572,8.821698286,101,0.321657623,0.281718975,5.826000107,1,579,6.361302478,6.361302478
0.004936562,0.002371442,0.006936639,0.018920618,1.91499146,15,428.1984587,46.30826612,44.93839483,9.246695993,95,0.320632305,0.281740366,5.834810737,1,582,6.366470448,6.366470448
0.004945385,0.002365209,0.006970569,0.019068842,1.931898443,20,430.8457447,44.37738836,45.14268394,9.708677338,109,0.319606986,0.281761757,5.843544417,1,585,6.371611847,6.371611847
0.004954209,0.002358976,0.007004499,0.019217066,1.948805426,10,433.4930307,42.44651061,45.34697305,10.21268944,100,0.318581667,0.281783148,5.85220248,1,588,6.376726948,6.376726948
0.004963032,0.002352743,0.00703843,0.019365291,1.965712408,11,436.1403167,40.51563286,45.55126217,10.76474156,107,0.317556348,0.281804539,5.860786223,1,591,6.381816017,6.381816017
0.004971855,0.00234651,0.00707236,0.019513515,1.982619391,14,438.7876026,38.5847551,45.75555128,11.37204581,96,0.316531029,0.28182593,5.869296913,1,594,6.386879319,6.386879319
0.004980679,0.002340277,0.00710629,0.019661739,1.999526374,20,441.4348886,36.65387735,45.95984039,12.04333404,101,0.315505711,0.281847321,5.877735782,1,597,6.391917113,6.391917113
0.004989502,0.002334044,0.00714022,0.019809964,2.016433356,15,444.0821746,34.7229996,46.1641295,12.7892803,98,0.314480392,0.281868712,5.886104031,1,600,6.396929655,6.396929655
0.004998325,0.002327811,0.00717415,0.019958188,2.033340339,20,446.7294605,32.79212184,46.36841861,13.62307272,103,0.313455073,0.281890103,5.894402834,1,603,6.401917197,6.401917197
0.005007149,0.002321578,0.00720808,0.020106412,2.050247322,20,449.3767465,30.86124409,46.57270773,14.56119997,102,0.312429754,0.281911494,5.902633333,1,606,6.406879986,6.406879986
0.005015972,0.002315345,0.00724201,0.020254636,2.067154305,15,452.0240325,28.93036634,46.77699684,15.62455267,106,0.311404435,0.281932885,5.910796644,1,609,6.411818268,6.411818268
0.005024795,0.002309112,0.00727594,0.020402861,2.084061287,20,454.6713184,26.99948858,46.98128595,16.83999743,103,0.310379117,0.281954276,5.918893854,1,612,6.416732283,6.416732283
0.005033618,0.002302879,0.00730987,0.020551085,2.10096827,20,457.3186044,72.65437,47.18557506,6.294440436,98,0.309353798,0.281975667,5.926926026,1,615,6.421622268,6.421622268
0.005042442,0.002296646,0.0073438,0.020699309,2.117875253,15,459.9658904,55.8762834,47.38986417,8.231862651,108,0.308328479,0.281997058,5.934894196,1,618,6.426488457,6.426488457
0.005051265,0.002290413,0.00737773,0.020847533,2.134782235,20,462.6131763,93.8792356,47.59415329,4.927747583,107,0.30730316,0.282018449,5.942799375,1,621,6.431331082,6.431331082
0.005060088,0.00228418,0.007411661,0.020995758,2.151689218,10,465.2604623,187.0923654,47.7984424,2.486795553,100,0.306277841,0.28203984,5.950642553,1,624,6.436150368,6.436150368
0.005068912,0.002277947,0.007445591,0.021143982,2.168596201,11,467.9077483,76.19087488,48.00273151,6.14125706,99,0.305252523,0.282061231,5.958424693,1,627,6.440946541,6.440946541
0.005077735,0.002271714,0.007479521,0.021292206,2.185503183,14,470.5550343,65.98653,48.20702062,7.131077119,109,0.304227204,0.282082622,5.966146739,1,630,6.445719819,6.445719819
0.005086558,0.002265481,0.007513451,0.021440431,2.202410166,20,473.2023202,83.67895432,48.41130973,5.65497411,97,0.303201885,0.282104013,5.973809612,1,633,6.450470422,6.450470422
0.005095382,0.002259248,0.007547381,0.021588655,2.219317149,15,475.8496062,55.4569876,48.61559885,8.580516663,108,0.302176566,0.282125404,5.981414211,1,636,6.455198563,6.455198563
0.005104205,0.002253015,0.007581311,0.021736879,2.236224132,20,478.4968922,55.8762834,48.81988796,8.563506072,101,0.301151247,0.282146795,5.988961417,1,639,6.459904454,6.459904454
0.005113028,0.002246782,0.007615241,0.021885103,2.253131114,20,481.1441781,80.45645893,49.02417707,5.98018089,101,0.300125929,0.282168186,5.996452089,1,642,6.464588304,6.464588304
0.005121852,0.002240549,0.007649171,0.022033328,2.270038097,15,483.7914641,83.76328,49.22846618,5.775698661,106,0.29910061,0.282189577,6.003887067,1,645,6.469250317,6.469250317
0.005130675,0.002234316,0.007683101,0.022181552,2.28694508,20,486.4387501,57.89236374,49.43275529,8.402468282,109,0.298075291,0.282210968,6.011267174,1,648,6.473890696,6.473890696
0.005139498,0.002228083,0.007717031,0.022329776,2.303852062,10,489.086036,92.456292,49.63704441,5.289916191,107,0.297049972,0.282232359,6.018593214,1,651,6.478509642,6.478509642
0.005148321,0.00222185,0.007750961,0.022478,2.320759045,11,491.733322,79.45789012,49.84133352,6.188602809,102,0.296024653,0.28225375,6.025865974,1,654,6.483107351,6.483107351
0.005157145,0.002215617,0.007784892,0.022626225,2.337666028,14,494.380608,86.09237856,50.04562263,5.742443364,106,0.294999335,0.282275141,6.033086222,1,657,6.487684018,6.487684018
0.005165968,0.002209385,0.007818822,0.022774449,2.354573011,20,497.0278939,68.953432,50.24991174,7.208167593,102,0.293974016,0.282296532,6.040254711,1,660,6.492239835,6.492239835
0.005174791,0.002203152,0.007852752,0.022922673,2.371479993,15,499.6751799,63.89236374,50.45420085,7.820577463,104,0.292948697,0.282317923,6.047372179,1,663,6.49677499,6.49677499
0.005183615,0.002196919,0.007886682,0.023070897,2.388386976,20,502.3224659,74.09237856,50.65848997,6.779677959,98,0.291923378,0.282339314,6.054439346,1,666,6.501289671,6.501289671
0.005192438,0.002190686,0.007920612,0.023219122,2.405293959,20,504.9697519,89.2387654,50.86277908,5.658636688,107,0.290898059,0.282360705,6.061456919,1,669,6.50578406,6.50578406
0.005201261,0.002184453,0.007954542,0.023367346,2.422200941,15,507.6170378,72.8654,51.06706819,6.966503139,107,0.289872741,0.282382095,6.068425588,1,672,6.510258341,6.510258341
0.005210085,0.00217822,0.007988472,0.02351557,2.439107924,20,510.2643238,69.47879916,51.2713573,7.344173043,104,0.288847422,0.282403486,6.075346031,1,675,6.514712691,6.514712691
0.005218908,0.002171987,0.008022402,0.023663795,2.456014907,20,512.9116098,67.5479214,51.47564641,7.593299677,98,0.287822103,0.282424877,6.08221891,1,678,6.519147288,6.519147288
0.005227731,0.002165754,0.008056332,0.023812019,2.472921889,20,515.5588957,65.61704365,51.67993552,7.857088144,96,0.286796784,0.282446268,6.089044875,1,681,6.523562306,6.523562306
0.005236554,0.002159521,0.008090262,0.023960243,2.489828872,15,518.2061817,63.6861659,51.88422464,8.136872026,103,0.285771465,0.282467659,6.095824562,1,684,6.527957918,6.527957918
0.005245378,0.002153288,0.008124192,0.024108467,2.506735855,20,520.8534677,61.75528814,52.08851375,8.434151687,99,0.284746147,0.28248905,6.102558595,1,687,6.532334292,6.532334292
0.005254201,0.002147055,0.008158123,0.024256692,2.523642838,10,523.5007536,59.82441039,52.29280286,8.750621197,101,0.283720828,0.282510441,6.109247583,1,690,6.536691598,6.536691598
0.005263024,0.002140822,0.008192053,0.024404916,2.54054982,11,526.1480396,57.89353264,52.49709197,9.088200627,104,0.282695509,0.282531832,6.115892125,1,693,6.541029999,6.541029999
0.005271848,0.002134589,0.008225983,0.02455314,2.557456803,14,528.7953256,55.96265488,52.70138108,9.449075043,104,0.28167019,0.282553223,6.12249281,1,696,6.54534966,6.54534966
0.005280671,0.002128356,0.008259913,0.024701364,2.574363786,20,531.4426115,54.03177713,52.9056702,9.83574185,104,0.280644871,0.282574614,6.12905021,1,699,6.549650742,6.549650742
0.005289494,0.002122123,0.008293843,0.024849589,2.591270768,15,534.0898975,52.10089938,53.10995931,10.25106867,105,0.279619553,0.282596005,6.135564891,1,702,6.553933404,6.553933404
0.005298318,0.00211589,0.008327773,0.024997813,2.608177751,20,536.7371835,50.17002162,53.31424842,10.6983646,99,0.278594234,0.282617396,6.142037406,1,705,6.558197803,6.558197803
0.005307141,0.002109657,0.008361703,0.025146037,2.625084734,20,539.3844695,48.23914387,53.51853753,11.18146854,102,0.277568915,0.282638787,6.148468296,1,708,6.562444094,6.562444094
0.005315964,0.002103424,0.008395633,0.025294262,2.641991717,15,542.0317554,46.30826612,53.72282664,11.70485965,104,0.276543596,0.282660178,6.154858094,1,711,6.56667243,6.56667243
0.005324788,0.002097191,0.008429563,0.025442486,2.658898699,20,544.6790414,44.37738836,53.92711576,12.27379667,103,0.275518277,0.282681569,6.161207322,1,714,6.570882962,6.570882962
0.005333611,0.002090958,0.008463493,0.02559071,2.675805682,15,547.3263274,42.44651061,54.13140487,12.8944952,96,0.274492959,0.28270296,6.167516491,1,717,6.575075841,6.575075841
0.005342434,0.002084725,0.008497423,0.025738934,2.692712665,20,549.9736133,40.51563286,54.33569398,13.57435574,96,0.27346764,0.282724351,6.173786104,1,720,6.579251212,6.579251212
0.005033,0.008513638,0.003679437,0.005314634,0.694137,26,510.4643799,37.47654,49.26807424,13.6209047,135,0.418343,0.266602,7.274479559,3,723,6.583409222,6.583409222
0.005367,0.00939618,0.00212965,0.00845249,0.675623,26,503.3333333,53.56787,39.94529082,9.396179712,130,0.465092,0.238179,7.276556403,3,726,6.587550015,6.587550015
0.005166667,0.00528393,0.00474398,0.008809488,0.348857,38,403.7677054,47.48897,19.43938499,8.50234708,145,0.450825,0.277857,7.278628942,3,729,6.591673732,6.591673732
0.0051,0.004438652,0.0052,0.007680188,0.941051,36,658.4656085,65.34677,36.79085375,10.07648287,127,0.43099,0.254346,7.280697195,3,732,6.595780514,6.595780514
0.0052,0.009314634,0.004966667,0.004437219,0.285102,21,565.6888889,42.34678,21.89632333,13.3584865,132,0.464457,0.224994,7.28276118,3,735,6.599870499,6.599870499
0.0052,0.005314634,0.005066667,0.004134875,0.285102,21,384.4966443,72.34678,21.89632333,5.314633828,128,0.464457,0.287269,7.284820913,3,738,6.603943825,6.603943825
0.004966667,0.00845249,0.0053,0.005257575,1.045934,40,590.4656085,69.857,33.8975689,8.452490209,126,0.423916,0.256268,7.286876412,3,741,6.608000625,6.608000625
0.005066667,0.008809488,0.005233334,0.009509401,1.046432,31,563.6888889,63.98657,33.93435496,8.809487505,108,0.456207,0.292663,7.288927695,3,744,6.612041035,6.612041035
0.0053,0.007680188,0.005273334,0.008048423,1.054467,22,509.3983333,59.98763,46.53162242,8.491722932,138,0.423091,0.254346,7.290974778,3,747,6.616065185,6.616065185
0.005366667,0.004437219,0.008513638,0.0098235,0.713431,15,493.786526,57.45678,32.92249734,8.594051494,143,0.450825,0.300349,7.29301768,3,750,6.620073207,6.620073207
0.005231134,0.006396425,0.00728935,0.00826947,0.929949533,29,528.5811913,68.678808,32.41186689,7.696423492,129,0.444954267,0.2839194,7.295056416,3,753,6.624065228,6.624065228
0.005241037,0.006256847,0.007703655,0.008473595,0.970119703,29,530.4403912,70.80474236,32.18634643,7.491594115,129,0.444978624,0.287307055,7.297091005,3,756,6.628041376,6.628041376
0.00525094,0.006117268,0.00811796,0.008677721,1.010289873,29,532.2995911,72.93067673,31.96082597,7.29870632,128,0.445002982,0.290694709,7.299121463,3,759,6.632001777,6.632001777
0.005260843,0.00597769,0.008532265,0.008881846,1.050460042,28,534.1587911,75.05661109,31.73530551,7.116745391,128,0.445027339,0.294082364,7.301147806,3,762,6.635946556,6.635946556
0.005270746,0.005838112,0.008946571,0.009085972,1.090630212,28,536.017991,77.18254545,31.50978506,6.944808413,128,0.445051697,0.297470018,7.303170051,3,765,6.639875834,6.639875834
0.005280649,0.005698534,0.009360876,0.009290097,1.130800382,28,537.8771909,79.30847982,31.2842646,6.782089282,127,0.445076055,0.300857673,7.305188215,3,768,6.643789733,6.643789733
0.005290552,0.005558955,0.009775181,0.009494223,1.170970552,28,539.7363908,81.43441418,31.05874414,6.627866072,127,0.445100412,0.304245327,7.307202315,3,771,6.647688374,6.647688374
0.005300455,0.005419377,0.010189486,0.009698348,1.211140721,27,541.5955908,83.56034855,30.83322368,6.481490326,126,0.44512477,0.307632982,7.309212366,3,774,6.651571874,6.651571874
0.005310358,0.005279799,0.010603792,0.009902474,1.251310891,27,543.4547907,85.68628291,30.60770322,6.342377943,126,0.445149127,0.311020636,7.311218384,3,777,6.65544035,6.65544035
0.005320261,0.005140221,0.011018097,0.010106599,1.291481061,27,545.3139906,87.81221727,30.38218276,6.210001382,126,0.445173485,0.314408291,7.313220387,3,780,6.65929392,6.65929392
0.005330164,0.005000642,0.011432402,0.010310725,1.33165123,27,547.1731906,89.93815164,30.15666231,6.083882986,125,0.445197842,0.317795945,7.31521839,3,783,6.663132696,6.663132696
0.005340067,0.004861064,0.011846707,0.01051485,1.3718214,26,549.0323905,92.064086,29.93114185,5.963589216,125,0.4452222,0.3211836,7.317212408,3,786,6.666956792,6.666956792
0.00534997,0.004721486,0.012261013,0.010718975,1.41199157,26,550.8915904,94.19002036,29.70562139,5.848725675,124,0.445246558,0.324571255,7.319202459,3,789,6.670766321,6.670766321
0.005359873,0.004581908,0.012675318,0.010923101,1.452161739,26,552.7507903,96.31595473,29.48010093,5.738932785,124,0.445270915,0.327958909,7.321188557,3,792,6.674561392,6.674561392
0.005369776,0.004442329,0.013089623,0.011127226,1.492331909,26,554.6099903,98.44188909,29.25458047,5.633882033,127,0.445295273,0.331346564,7.323170718,3,795,6.678342115,6.678342115
0.005379679,0.004302751,0.013503928,0.011331352,1.532502079,25,556.4691902,100.5678235,29.02906002,5.533272682,132,0.44531963,0.334734218,7.325148958,3,798,6.682108597,6.682108597
0.005389582,0.004163173,0.013918234,0.011535477,1.572672248,25,558.3283901,102.6937578,28.80353956,5.436828898,128,0.445343988,0.338121873,7.327123292,3,801,6.685860947,6.685860947
0.005399486,0.004023595,0.014332539,0.011739603,1.612842418,25,560.18759,104.8196922,28.5780191,5.344297225,126,0.445368345,0.341509527,7.329093736,3,804,6.689599269,6.689599269
0.005409389,0.003884016,0.014746844,0.011943728,1.653012588,25,562.04679,106.9456265,28.35249864,5.255444361,118,0.445392703,0.344897182,7.331060305,3,807,6.693323668,6.693323668
0.005419292,0.003744438,0.015161149,0.012147854,1.693182758,24,563.9059899,109.0715609,28.12697818,5.170055193,138,0.445417061,0.348284836,7.333023014,3,810,6.697034248,6.697034248
0.005429195,0.00360486,0.015575455,0.012351979,1.733352927,24,565.7651898,111.1974953,27.90145772,5.087931058,143,0.445441418,0.351672491,7.334981879,3,813,6.70073111,6.70073111
0.005439098,0.003465282,0.01598976,0.012556105,1.773523097,24,567.6243897,113.3234296,27.67593727,5.008888202,121,0.445465776,0.355060145,7.336936914,3,816,6.704414355,6.704414355
0.005449001,0.003325703,0.016404065,0.01276023,1.813693267,24,569.4835897,115.449364,27.45041681,4.932756405,121,0.445490133,0.3584478,7.338888134,3,819,6.708084084,6.708084084
0.005458904,0.003186125,0.01681837,0.012964356,1.853863436,23,571.3427896,117.5752984,27.22489635,4.859377757,120,0.445514491,0.361835455,7.340835554,3,822,6.711740395,6.711740395
0.005468807,0.003046547,0.017232676,0.013168481,1.894033606,23,573.2019895,119.7012327,26.99937589,4.788605568,120,0.445538848,0.365223109,7.342779189,3,825,6.715383386,6.715383386
0.00547871,0.002906969,0.017646981,0.013372607,1.934203776,23,575.0611894,121.8271671,26.77385543,4.720303387,119,0.445563206,0.368610764,7.344719054,3,828,6.719013154,6.719013154
0.005488613,0.00276739,0.018061286,0.013576732,1.974373945,23,576.9203894,123.9531015,26.54833498,4.654344124,119,0.445587564,0.371998418,7.346655163,3,831,6.722629795,6.722629795
0.005498516,0.002627812,0.018475591,0.013780858,2.014544115,23,578.7795893,126.0790358,26.32281452,4.59060926,119,0.445611921,0.375386073,7.348587531,3,834,6.726233402,6.726233402
0.005508419,0.002488234,0.018889897,0.013984983,2.054714285,22,580.6387892,128.2049702,26.09729406,4.528988138,118,0.445636279,0.378773727,7.350516172,3,837,6.72982407,6.72982407
0.005518322,0.002348656,0.019304202,0.014189109,2.094884455,22,582.4979891,130.3309045,25.8717736,4.469377322,118,0.445660636,0.382161382,7.3524411,3,840,6.733401892,6.733401892
0.005528225,0.002209077,0.019718507,0.014393234,2.135054624,22,584.3571891,132.4568389,25.64625314,4.411680015,117,0.445684994,0.385549036,7.35436233,3,843,6.736966958,6.736966958
0.005538128,0.002069499,0.020132812,0.01459736,2.175224794,40,586.216389,134.5827733,25.42073268,4.355805537,117,0.445709352,0.388936691,7.356279877,3,846,6.74051936,6.74051936
0.005548031,0.001929921,0.020547118,0.014801485,2.215394964,31,588.0755889,136.7087076,25.19521223,4.301668848,132,0.445733709,0.392324345,7.358193753,3,849,6.744059186,6.744059186
0.005557934,0.008513638,0.020961423,0.015005611,2.255565133,22,589.9347889,138.834642,24.96969177,4.249190118,128,0.445758067,0.395712,7.360103973,3,852,6.747586527,6.747586527
0.005567837,0.00939618,0.021375728,0.015209736,2.295735303,15,591.7939888,140.9605764,24.74417131,4.198294332,126,0.445782424,0.399099655,7.362010551,3,855,6.751101469,6.751101469
0.005577741,0.00528393,0.021790034,0.015413862,2.335905473,29,593.6531887,143.0865107,24.51865085,4.148910933,118,0.445806782,0.402487309,7.363913501,3,858,6.754604099,6.754604099
0.005587644,0.004438652,0.022204339,0.015617987,2.376075642,29,595.5123886,145.2124451,24.29313039,4.100973496,138,0.445831139,0.405874964,7.365812837,3,861,6.758094504,6.758094504
0.005597547,0.009314634,0.022618644,0.015822113,2.416245812,29,597.3715886,147.3383795,24.06760994,4.054419431,143,0.445855497,0.409262618,7.367708572,3,864,6.761572769,6.761572769
0.00560745,0.005314634,0.023032949,0.016026238,2.456415982,28,599.2307885,149.4643138,23.84208948,4.009189707,121,0.445879855,0.412650273,7.369600721,3,867,6.765038977,6.765038977
0.005617353,0.00845249,0.023447255,0.016230364,2.496586152,28,601.0899884,151.5902482,23.61656902,3.965228606,121,0.445904212,0.416037927,7.371489295,3,870,6.768493212,6.768493212
0.005627256,0.008809488,0.02386156,0.016434489,2.536756321,28,602.9491883,153.7161825,23.39104856,3.922483491,120,0.44592857,0.419425582,7.37337431,3,873,6.771935556,6.771935556
0.005637159,0.007680188,0.024275865,0.016638615,2.576926491,28,604.8083883,155.8421169,23.1655281,3.880904599,122,0.445952927,0.422813236,7.375255778,3,876,6.775366091,6.775366091
0.005647062,0.004437219,0.02469017,0.01684274,2.617096661,27,606.6675882,157.9680513,22.94000764,3.840444845,124,0.445977285,0.426200891,7.377133713,3,879,6.778784898,6.778784898
0.005656965,0.006396425,0.025104476,0.017046866,2.65726683,27,608.5267881,160.0939856,22.71448719,3.801059644,135,0.446001642,0.429588545,7.379008128,3,882,6.782192056,6.782192056
0.005666868,0.006256847,0.025518781,0.017250991,2.697437,29,610.385988,162.21992,22.48896673,3.76270675,119,0.446026,0.4329762,7.380879036,3,885,6.785587645,6.785587645
0.005676771,0.006117268,0.025933086,0.017455117,2.73760717,29,612.245188,164.3458544,22.26344627,3.725346102,112,0.446050358,0.436363855,7.38274645,3,888,6.788971743,6.788971743
0.005686674,0.00597769,0.026347391,0.017659242,2.777777339,28,614.1043879,166.4717887,22.03792581,3.688939685,132,0.446074715,0.439751509,7.384610383,3,891,6.792344427,6.792344427
0.005696577,0.005838112,0.026761697,0.017863368,2.817947509,28,615.9635878,168.5977231,21.81240535,3.653451402,128,0.446099073,0.443139164,7.386470849,3,894,6.795705775,6.795705775
0.00570648,0.005698534,0.027176002,0.018067493,2.858117679,28,617.8227877,170.7236575,21.5868849,3.618846954,136,0.44612343,0.446526818,7.38832786,3,897,6.799055862,6.799055862
0.005716383,0.005558955,0.027590307,0.018271619,2.898287848,28,619.6819877,172.8495918,21.36136444,3.585093729,128,0.446147788,0.449914473,7.390181428,3,900,6.802394763,6.802394763
0.005726286,0.005419377,0.028004612,0.018475744,2.938458018,27,621.5411876,174.9755262,21.13584398,3.5521607,142,0.446172145,0.453302127,7.392031568,3,903,6.805722553,6.805722553
0.005736189,0.005279799,0.028418918,0.01867987,2.978628188,27,623.4003875,177.1014605,20.91032352,3.520018331,143,0.446196503,0.456689782,7.39387829,3,906,6.809039306,6.809039306
0.005746092,0.005140221,0.028833223,0.018883995,3.018798358,27,625.2595874,179.2273949,20.68480306,3.488638485,121,0.446220861,0.460077436,7.395721609,3,909,6.812345094,6.812345094
0.005755995,0.005000642,0.029247528,0.019088121,3.058968527,27,627.1187874,181.3533293,20.4592826,3.457994347,121,0.446245218,0.463465091,7.397561536,3,912,6.81563999,6.81563999
0.005765899,0.004861064,0.029661833,0.019292246,3.099138697,40,628.9779873,183.4792636,20.23376215,3.428060342,120,0.446269576,0.466852745,7.399398083,3,915,6.818924065,6.818924065
0.005775802,0.004721486,0.030076139,0.019496372,3.139308867,31,630.8371872,185.605198,20.00824169,3.39881207,108,0.446293933,0.4702404,7.401231264,3,918,6.822197391,6.822197391
